T_K,fCO2,Ecalc,t_star_s,sigma_s
1176.0,1.0,0.8342600384728482,79.16766427222589,211.64021164021165
1176.5,1.0,0.8610757867552696,64.97208123924904,211.64021164021165
1177.0,1.0,0.8806835253511699,54.96983461599064,211.64021164021165
1177.5,1.0,0.8956382179307555,47.54306340867222,211.64021164021165
1178.0,1.0,0.9074166527614586,41.81132473259293,211.64021164021165
1178.5,1.0,0.9169311813268406,37.25442932411592,211.64021164021165
1179.0,1.0,0.9247755951447041,33.54528314143511,211.64021164021165
1179.5,1.0,0.9313528883346592,30.46789931898913,211.64021164021165
1180.0,1.0,0.9369461418722125,27.873914768592417,211.64021164021165
1180.5,1.0,0.9417600111991712,25.65804579638694,211.64021164021165
1181.0,1.0,0.9459461127960547,23.743510431653498,211.64021164021165
1181.5,1.0,0.9496191535029483,22.07299506650607,211.64021164021165
1182.0,1.0,0.9528675136151802,20.602851946627545,211.64021164021165
1182.5,1.0,0.9557603873296581,19.29925522504315,211.64021164021165
1183.0,1.0,0.9583527194654603,18.1355853874138,211.64021164021165
1183.5,1.0,0.9606886928971538,17.090607245017697,211.64021164021165
1184.0,1.0,0.9628042398038861,16.147174118484692,211.64021164021165
1184.5,1.0,0.9647288812417469,15.291289064307751,211.64021164021165
1185.0,1.0,0.9664870956448541,14.511413409336802,211.64021164021165
1185.5,1.0,0.9680993512033171,13.797949781622766,211.64021164021165
1186.0,1.0,0.9695828946296667,13.14285033653855,211.64021164021165
1186.5,1.0,0.9709523608315567,12.539316178590337,211.64021164021165
1187.0,1.0,0.972220249195481,11.981564137638504,211.64021164021165
1187.5,1.0,0.9733972993269259,11.464643925016937,211.64021164021165
1188.0,1.0,0.9744927901644512,10.98429341414449,211.64021164021165
1188.5,1.0,0.9755147800973617,10.53682308293909,211.64021164021165
1189.0,1.0,0.97647030122907,10.119022985141422,211.64021164021165
1189.5,1.0,0.9773655176860585,9.72808728758287,211.64021164021165
1190.0,1.0,0.9782058555029216,9.36155262179858,211.64021164021165
1190.5,1.0,0.9789961098639071,9.017247386981362,211.64021164021165
1191.0,1.0,0.9797405341761424,8.693249799885765,211.64021164021165
1191.5,1.0,0.9804429144664514,8.387852980231031,211.64021164021165
1192.0,1.0,0.9811066318475354,8.099535732446073,211.64021164021165
1192.5,1.0,0.9817347152272964,7.826937968205681,211.64021164021165
1193.0,1.0,0.9823298859940564,7.568839931977354,211.64021164021165
1193.5,1.0,0.9828945960674426,7.324144560301876,211.64021164021165
1194.0,1.0,0.9834310604362506,7.091862436838671,211.64021164021165
1194.5,1.0,0.9839412850931863,6.871098908225569,211.64021164021165
1195.0,1.0,0.9844270911086206,6.661043007150155,211.64021164021165
