T_K,P_atm,fCO2,NCa,FCa,F0,Xcarb,feq,kcT,t_star_s,sigma_s_s,fa,Ecalc,Xcalc_out,r_calc_avg
1200.0,1.0,0.85,12000.0,50.0,2.25,0.2,1.431089076180688,0.027328511839480134,3.720413261892642,229.66507177033492,0.016068796396510154,0.9919439099596223,0.0016112180080755324,0.05375746884050628
