T_K,NCa_mol_per_m2,FCa_Xcarb,FCa,F0,Ecalc
1168.0,6218.592964824121,6.1020408163265305,30.51020408163265,1.5255102040816326,0.9431327315593603
1168.0,6319.095477386934,6.1020408163265305,30.51020408163265,1.5255102040816326,0.9440027643332063
1168.0,6419.597989949749,6.1020408163265305,30.51020408163265,1.5255102040816326,0.9448465860959687
1168.0,6520.100502512563,6.1020408163265305,30.51020408163265,1.5255102040816326,0.9456653633053642
1168.0,2500.0,6.204081632653061,31.020408163265305,1.5510204081632653,0.8643136006724108
1168.0,2600.502512562814,6.204081632653061,31.020408163265305,1.5510204081632653,0.8690781252207722
1168.0,2701.005025125628,6.204081632653061,31.020408163265305,1.5510204081632653,0.8735201139179085
1168.0,2801.5075376884424,6.204081632653061,31.020408163265305,1.5510204081632653,0.8776711747021779
1168.0,2902.0100502512564,6.204081632653061,31.020408163265305,1.5510204081632653,0.8815589252060129
1168.0,3002.5125628140704,6.204081632653061,31.020408163265305,1.5510204081632653,0.8852076017718474
1168.0,3103.0150753768844,6.204081632653061,31.020408163265305,1.5510204081632653,0.8886385604859723
1168.0,3203.5175879396984,6.204081632653061,31.020408163265305,1.5510204081632653,0.8918706918738356
1168.0,3304.020100502513,6.204081632653061,31.020408163265305,1.5510204081632653,0.8949207660923152
1168.0,3404.522613065327,6.204081632653061,31.020408163265305,1.5510204081632653,0.8978037218126977
1168.0,3505.025125628141,6.204081632653061,31.020408163265305,1.5510204081632653,0.9005329092071404
1168.0,3605.527638190955,6.204081632653061,31.020408163265305,1.5510204081632653,0.9031202953116128
1168.0,3706.030150753769,6.204081632653061,31.020408163265305,1.5510204081632653,0.9055766383798213
1168.0,3806.5326633165832,6.204081632653061,31.020408163265305,1.5510204081632653,0.9079116365483795
1168.0,3907.035175879397,6.204081632653061,31.020408163265305,1.5510204081632653,0.9101340551168315
1168.0,4007.537688442211,6.204081632653061,31.020408163265305,1.5510204081632653,0.9122518359426176
1168.0,4108.040201005026,6.204081632653061,31.020408163265305,1.5510204081632653,0.9142721918122223
1168.0,4208.542713567839,6.204081632653061,31.020408163265305,1.5510204081632653,0.9162016881389679
1168.0,4309.045226130654,6.204081632653061,31.020408163265305,1.5510204081632653,0.9180463139273565
1168.0,4409.547738693467,6.204081632653061,31.020408163265305,1.5510204081632653,0.9198115436121407
1168.0,4510.050251256282,6.204081632653061,31.020408163265305,1.5510204081632653,0.9215023911110043
1168.0,4610.552763819096,6.204081632653061,31.020408163265305,1.5510204081632653,0.9231234572100739
1168.0,4711.05527638191,6.204081632653061,31.020408163265305,1.5510204081632653,0.9246789712214665
1168.0,4811.557788944723,6.204081632653061,31.020408163265305,1.5510204081632653,0.92617282770405
1168.0,4912.060301507538,6.204081632653061,31.020408163265305,1.5510204081632653,0.9276086189161579
1168.0,5012.562814070352,6.204081632653061,31.020408163265305,1.5510204081632653,0.9289896635675883
1168.0,5113.0653266331665,6.204081632653061,31.020408163265305,1.5510204081632653,0.9303190323536483
1168.0,5213.56783919598,6.204081632653061,31.020408163265305,1.5510204081632653,0.9315995706834517
1168.0,5314.070351758794,6.204081632653061,31.020408163265305,1.5510204081632653,0.9328339189554267
1168.0,5414.572864321608,6.204081632653061,31.020408163265305,1.5510204081632653,0.9340245306831951
1168.0,5515.075376884422,6.204081632653061,31.020408163265305,1.5510204081632653,0.9351736887329223
1168.0,5615.577889447237,6.204081632653061,31.020408163265305,1.5510204081632653,0.9362835198976462
1168.0,5716.08040201005,6.204081632653061,31.020408163265305,1.5510204081632653,0.9373560080038446
1168.0,5816.582914572864,6.204081632653061,31.020408163265305,1.5510204081632653,0.9383930057197442
1168.0,5917.085427135678,6.204081632653061,31.020408163265305,1.5510204081632653,0.9393962452128906
1168.0,6017.587939698493,6.204081632653061,31.020408163265305,1.5510204081632653,0.9403673477856519
1168.0,6118.090452261307,6.204081632653061,31.020408163265305,1.5510204081632653,0.9413078326011498
1168.0,6218.592964824121,6.204081632653061,31.020408163265305,1.5510204081632653,0.9422191245981858
1168.0,6319.095477386934,6.204081632653061,31.020408163265305,1.5510204081632653,0.9431025616817267
1168.0,6419.597989949749,6.204081632653061,31.020408163265305,1.5510204081632653,0.9439594012651085
1168.0,6520.100502512563,6.204081632653061,31.020408163265305,1.5510204081632653,0.9447908262311056
1168.0,6620.603015075377,6.204081632653061,31.020408163265305,1.5510204081632653,0.9455979503711859
1168.0,2500.0,6.3061224489795915,31.530612244897956,1.5765306122448979,0.8622967664432726
1168.0,2600.502512562814,6.3061224489795915,31.530612244897956,1.5765306122448979,0.867124495041775
1168.0,2701.005025125628,6.3061224489795915,31.530612244897956,1.5765306122448979,0.8716259310809948
1168.0,2801.5075376884424,6.3061224489795915,31.530612244897956,1.5765306122448979,0.8758329987203994
1168.0,2902.0100502512564,6.3061224489795915,31.530612244897956,1.5765306122448979,0.8797735985686229
1168.0,3002.5125628140704,6.3061224489795915,31.530612244897956,1.5765306122448979,0.8834722207325791
1168.0,3103.0150753768844,6.3061224489795915,31.530612244897956,1.5765306122448979,0.8869504493584859
1168.0,3203.5175879396984,6.3061224489795915,31.530612244897956,1.5765306122448979,0.8902273803747758
1168.0,3304.020100502513,6.3061224489795915,31.530612244897956,1.5765306122448979,0.89331996933308
1168.0,3404.522613065327,6.3061224489795915,31.530612244897956,1.5765306122448979,0.8962433225949645
1168.0,3505.025125628141,6.3061224489795915,31.530612244897956,1.5765306122448979,0.8990109423245092
1168.0,3605.527638190955,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9016349336007904
1168.0,3706.030150753769,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9041261803001795
1168.0,3806.5326633165832,6.3061224489795915,31.530612244897956,1.5765306122448979,0.906494495099132
1168.0,3907.035175879397,6.3061224489795915,31.530612244897956,1.5765306122448979,0.908748747927179
1168.0,4007.537688442211,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9108969763925183
1168.0,4108.040201005026,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9129464810605648
1168.0,4208.542713567839,6.3061224489795915,31.530612244897956,1.5765306122448979,0.914903907952294
1168.0,4309.045226130654,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9167753202163003
1168.0,4409.547738693467,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9185662605947877
1168.0,4510.050251256282,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9202818060327073
1168.0,4610.552763819096,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9219266155581584
1168.0,4711.05527638191,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9235049723809228
1168.0,4811.557788944723,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9250208210069211
1168.0,4912.060301507538,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9264778000430708
1168.0,5012.562814070352,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9278792712648122
1168.0,5113.0653266331665,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9292283454334027
1168.0,5213.56783919598,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9305279052788964
1168.0,5314.070351758794,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9317806260050592
1168.0,5414.572864321608,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9329889936222192
1168.0,5515.075376884422,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9341553213716418
1168.0,5615.577889447237,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9352817644691357
1168.0,5716.08040201005,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9363703333650537
1168.0,5816.582914572864,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9374229056918896
1168.0,5917.085427135678,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9384412370484755
1168.0,6017.587939698493,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9394269707507668
1168.0,6118.090452261307,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9403816466628506
1168.0,6218.592964824121,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9413067092078158
1168.0,6319.095477386934,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9422035146459155
1168.0,6419.597989949749,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9430733376970228
1168.0,6520.100502512563,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9439173775752182
1168.0,6620.603015075377,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9447367634955246
1168.0,6721.105527638191,6.3061224489795915,31.530612244897956,1.5765306122448979,0.9455325597057965
1168.0,2500.0,6.408163265306122,32.04081632653061,1.6020408163265305,0.8602863652249928
1168.0,2600.502512562814,6.408163265306122,32.04081632653061,1.6020408163265305,0.8651768620576591
1168.0,2701.005025125628,6.408163265306122,32.04081632653061,1.6020408163265305,0.8697373522941964
1168.0,2801.5075376884424,6.408163265306122,32.04081632653061,1.6020408163265305,0.8740000709422637
1168.0,2902.0100502512564,6.408163265306122,32.04081632653061,1.6020408163265305,0.8779931970301891
1168.0,3002.5125628140704,6.408163265306122,32.04081632653061,1.6020408163265305,0.8817414705454318
1168.0,3103.0150753768844,6.408163265306122,32.04081632653061,1.6020408163265305,0.8852667003675241
1168.0,3203.5175879396984,6.408163265306122,32.04081632653061,1.6020408163265305,0.8885881849656613
1168.0,3304.020100502513,6.408163265306122,32.04081632653061,1.6020408163265305,0.8917230628129663
1168.0,3404.522613065327,6.408163265306122,32.04081632653061,1.6020408163265305,0.8946866058154312
1168.0,3505.025125628141,6.408163265306122,32.04081632653061,1.6020408163265305,0.8974924662601012
1168.0,3605.527638190955,6.408163265306122,32.04081632653061,1.6020408163265305,0.9001528856354063
1168.0,3706.030150753769,6.408163265306122,32.04081632653061,1.6020408163265305,0.9026788720072794
1168.0,3806.5326633165832,6.408163265306122,32.04081632653061,1.6020408163265305,0.905080351330775
1168.0,3907.035175879397,6.408163265306122,32.04081632653061,1.6020408163265305,0.9073662970519258
1168.0,4007.537688442211,6.408163265306122,32.04081632653061,1.6020408163265305,0.9095448415437065
1168.0,4108.040201005026,6.408163265306122,32.04081632653061,1.6020408163265305,0.9116233722748942
1168.0,4208.542713567839,6.408163265306122,32.04081632653061,1.6020408163265305,0.9136086150944761
1168.0,4309.045226130654,6.408163265306122,32.04081632653061,1.6020408163265305,0.9155067065991043
1168.0,4409.547738693467,6.408163265306122,32.04081632653061,1.6020408163265305,0.9173232572154928
1168.0,4510.050251256282,6.408163265306122,32.04081632653061,1.6020408163265305,0.9190634063570062
1168.0,4610.552763819096,6.408163265306122,32.04081632653061,1.6020408163265305,0.9207318707912039
1168.0,4711.05527638191,6.408163265306122,32.04081632653061,1.6020408163265305,0.9223329871726949
1168.0,4811.557788944723,6.408163265306122,32.04081632653061,1.6020408163265305,0.9238707495455172
1168.0,4912.060301507538,6.408163265306122,32.04081632653061,1.6020408163265305,0.9253488424951353
1168.0,5012.562814070352,6.408163265306122,32.04081632653061,1.6020408163265305,0.9267706705271438
1168.0,5113.0653266331665,6.408163265306122,32.04081632653061,1.6020408163265305,0.9281393841640113
1168.0,5213.56783919598,6.408163265306122,32.04081632653061,1.6020408163265305,0.9294579031794298
1168.0,5314.070351758794,6.408163265306122,32.04081632653061,1.6020408163265305,0.9307289373297273
1168.0,5414.572864321608,6.408163265306122,32.04081632653061,1.6020408163265305,0.9319550048911291
1168.0,5515.075376884422,6.408163265306122,32.04081632653061,1.6020408163265305,0.9331384492689159
1168.0,5615.577889447237,6.408163265306122,32.04081632653061,1.6020408163265305,0.9342814539083187
1168.0,5716.08040201005,6.408163265306122,32.04081632653061,1.6020408163265305,0.9353860557061895
1168.0,5816.582914572864,6.408163265306122,32.04081632653061,1.6020408163265305,0.9364541570963373
1168.0,5917.085427135678,6.408163265306122,32.04081632653061,1.6020408163265305,0.9374875369589696
1168.0,6017.587939698493,6.408163265306122,32.04081632653061,1.6020408163265305,0.9384878604855114
1168.0,6118.090452261307,6.408163265306122,32.04081632653061,1.6020408163265305,0.9394566881136224
1168.0,6218.592964824121,6.408163265306122,32.04081632653061,1.6020408163265305,0.9403954836330058
1168.0,6319.095477386934,6.408163265306122,32.04081632653061,1.6020408163265305,0.9413056215503839
1168.0,6419.597989949749,6.408163265306122,32.04081632653061,1.6020408163265305,0.9421883937914008
1168.0,6520.100502512563,6.408163265306122,32.04081632653061,1.6020408163265305,0.9430450158080564
1168.0,6620.603015075377,6.408163265306122,32.04081632653061,1.6020408163265305,0.9438766321522448
1168.0,6721.105527638191,6.408163265306122,32.04081632653061,1.6020408163265305,0.9446843215690487
1168.0,6821.608040201006,6.408163265306122,32.04081632653061,1.6020408163265305,0.9454691016573663
1168.0,2500.0,6.510204081632653,32.55102040816327,1.6275510204081636,0.8582823736989051
1168.0,2600.502512562814,6.510204081632653,32.55102040816327,1.6275510204081636,0.8632352053550267
1168.0,2701.005025125628,6.510204081632653,32.55102040816327,1.6275510204081636,0.8678543587300668
1168.0,2801.5075376884424,6.510204081632653,32.55102040816327,1.6275510204081636,0.8721723743581724
1168.0,2902.0100502512564,6.510204081632653,32.55102040816327,1.6275510204081636,0.8762177051725296
1168.0,3002.5125628140704,6.510204081632653,32.55102040816327,1.6275510204081636,0.8800153371913538
1168.0,3103.0150753768844,6.510204081632653,32.55102040816327,1.6275510204081636,0.8835873007290416
1168.0,3203.5175879396984,6.510204081632653,32.55102040816327,1.6275510204081636,0.8869530939566764
1168.0,3304.020100502513,6.510204081632653,32.55102040816327,1.6275510204081636,0.8901300358150961
1168.0,3404.522613065327,6.510204081632653,32.55102040816327,1.6275510204081636,0.8931335616252049
1168.0,3505.025125628141,6.510204081632653,32.55102040816327,1.6275510204081636,0.8959774719418165
1168.0,3605.527638190955,6.510204081632653,32.55102040816327,1.6275510204081636,0.8986741430406268
1168.0,3706.030150753769,6.510204081632653,32.55102040816327,1.6275510204081636,0.9012347057539399
1168.0,3806.5326633165832,6.510204081632653,32.55102040816327,1.6275510204081636,0.9036691980626358
1168.0,3907.035175879397,6.510204081632653,32.55102040816327,1.6275510204081636,0.9059866958230254
1168.0,4007.537688442211,6.510204081632653,32.55102040816327,1.6275510204081636,0.9081954251931341
1168.0,4108.040201005026,6.510204081632653,32.55102040816327,1.6275510204081636,0.910302859674934
1168.0,4208.542713567839,6.510204081632653,32.55102040816327,1.6275510204081636,0.9123158041704664
1168.0,4309.045226130654,6.510204081632653,32.55102040816327,1.6275510204081636,0.9142404680324836
1168.0,4409.547738693467,6.510204081632653,32.55102040816327,1.6275510204081636,0.9160825287528211
1168.0,4510.050251256282,6.510204081632653,32.55102040816327,1.6275510204081636,0.917847187657513
1168.0,4610.552763819096,6.510204081632653,32.55102040816327,1.6275510204081636,0.9195392187538002
1168.0,4711.05527638191,6.510204081632653,32.55102040816327,1.6275510204081636,0.9211630116906838
1168.0,4811.557788944723,6.510204081632653,32.55102040816327,1.6275510204081636,0.9227226096435085
1168.0,4912.060301507538,6.510204081632653,32.55102040816327,1.6275510204081636,0.9242217428081226
1168.0,5012.562814070352,6.510204081632653,32.55102040816327,1.6275510204081636,0.9256638580864562
1168.0,5113.0653266331665,6.510204081632653,32.55102040816327,1.6275510204081636,0.9270521454589278
1168.0,5213.56783919598,6.510204081632653,32.55102040816327,1.6275510204081636,0.9283895614668853
1168.0,5314.070351758794,6.510204081632653,32.55102040816327,1.6275510204081636,0.9296788501676168
1168.0,5414.572864321608,6.510204081632653,32.55102040816327,1.6275510204081636,0.9309225618734946
1168.0,5515.075376884422,6.510204081632653,32.55102040816327,1.6275510204081636,0.9321230699436783
1168.0,5615.577889447237,6.510204081632653,32.55102040816327,1.6275510204081636,0.9332825858603109
1168.0,5716.08040201005,6.510204081632653,32.55102040816327,1.6275510204081636,0.9344031727901406
1168.0,5816.582914572864,6.510204081632653,32.55102040816327,1.6275510204081636,0.9354867578060282
1168.0,5917.085427135678,6.510204081632653,32.55102040816327,1.6275510204081636,0.9365351429202596
1168.0,6017.587939698493,6.510204081632653,32.55102040816327,1.6275510204081636,0.9375500150621903
1168.0,6118.090452261307,6.510204081632653,32.55102040816327,1.6275510204081636,0.9385329551161602
1168.0,6218.592964824121,6.510204081632653,32.55102040816327,1.6275510204081636,0.9394854461212793
1168.0,6319.095477386934,6.510204081632653,32.55102040816327,1.6275510204081636,0.9404088807223333
1168.0,6419.597989949749,6.510204081632653,32.55102040816327,1.6275510204081636,0.9413045679503748
1168.0,6520.100502512563,6.510204081632653,32.55102040816327,1.6275510204081636,0.942173739402271
1168.0,6620.603015075377,6.510204081632653,32.55102040816327,1.6275510204081636,0.9430175548804328
1168.0,6721.105527638191,6.510204081632653,32.55102040816327,1.6275510204081636,0.9438371075469332
1168.0,6821.608040201006,6.510204081632653,32.55102040816327,1.6275510204081636,0.9446334286400855
1168.0,6922.110552763819,6.510204081632653,32.55102040816327,1.6275510204081636,0.9454074917961828
1168.0,2500.0,6.612244897959184,33.06122448979592,1.653061224489796,0.8562847686369653
1168.0,2600.502512562814,6.612244897959184,33.06122448979592,1.653061224489796,0.8612995040986511
1168.0,2701.005025125628,6.612244897959184,33.06122448979592,1.653061224489796,0.8659769316289478
1168.0,2801.5075376884424,6.612244897959184,33.06122448979592,1.653061224489796,0.8703498920175955
1168.0,2902.0100502512564,6.612244897959184,33.06122448979592,1.653061224489796,0.874447107629171
1168.0,3002.5125628140704,6.612244897959184,33.06122448979592,1.653061224489796,0.8782938066967566
1168.0,3103.0150753768844,6.612244897959184,33.06122448979592,1.653061224489796,0.8819122376991182
1168.0,3203.5175879396984,6.612244897959184,33.06122448979592,1.653061224489796,0.8853220956935584
1168.0,3304.020100502513,6.612244897959184,33.06122448979592,1.653061224489796,0.8885408776542039
1168.0,3404.522613065327,6.612244897959184,33.06122448979592,1.653061224489796,0.8915841802035914
1168.0,3505.025125628141,6.612244897959184,33.06122448979592,1.653061224489796,0.8944659503227965
1168.0,3605.527638190955,6.612244897959184,33.06122448979592,1.653061224489796,0.897198697464274
1168.0,3706.030150753769,6.612244897959184,33.06122448979592,1.653061224489796,0.8997936738133757
1168.0,3806.5326633165832,6.612244897959184,33.06122448979592,1.653061224489796,0.9022610281324507
1168.0,3907.035175879397,6.612244897959184,33.06122448979592,1.653061224489796,0.9046099375890906
1168.0,4007.537688442211,6.612244897959184,33.06122448979592,1.653061224489796,0.9068487211528642
1168.0,4108.040201005026,6.612244897959184,33.06122448979592,1.653061224489796,0.908984937494149
1168.0,4208.542713567839,6.612244897959184,33.06122448979592,1.653061224489796,0.9110254697977404
1168.0,4309.045226130654,6.612244897959184,33.06122448979592,1.653061224489796,0.912976599484586
1168.0,4409.547738693467,6.612244897959184,33.06122448979592,1.653061224489796,0.9148440704957982
1168.0,4510.050251256282,6.612244897959184,33.06122448979592,1.653061224489796,0.9166331455174304
1168.0,4610.552763819096,6.612244897959184,33.06122448979592,1.653061224489796,0.9183486552993451
1168.0,4711.05527638191,6.612244897959184,33.06122448979592,1.653061224489796,0.919995042036897
1168.0,4811.557788944723,6.612244897959184,33.06122448979592,1.653061224489796,0.9215763976320341
1168.0,4912.060301507538,6.612244897959184,33.06122448979592,1.653061224489796,0.9230964975247045
1168.0,5012.562814070352,6.612244897959184,33.06122448979592,1.653061224489796,0.9245588306809986
1168.0,5113.0653266331665,6.612244897959184,33.06122448979592,1.653061224489796,0.9259666262375096
1168.0,5213.56783919598,6.612244897959184,33.06122448979592,1.653061224489796,0.9273228772285677
1168.0,5314.070351758794,6.612244897959184,33.06122448979592,1.653061224489796,0.928630361761998
1168.0,5414.572864321608,6.612244897959184,33.06122448979592,1.653061224489796,0.929891661957616
1168.0,5515.075376884422,6.612244897959184,33.06122448979592,1.653061224489796,0.9311091809192579
1168.0,5615.577889447237,6.612244897959184,33.06122448979592,1.653061224489796,0.9322851579743295
1168.0,5716.08040201005,6.612244897959184,33.06122448979592,1.653061224489796,0.9334216823836247
1168.0,5816.582914572864,6.612244897959184,33.06122448979592,1.653061224489796,0.9345207056974791
1168.0,5917.085427135678,6.612244897959184,33.06122448979592,1.653061224489796,0.935584052911586
1168.0,6017.587939698493,6.612244897959184,33.06122448979592,1.653061224489796,0.9366134325562459
1168.0,6118.090452261307,6.612244897959184,33.06122448979592,1.653061224489796,0.9376104458360978
1168.0,6218.592964824121,6.612244897959184,33.06122448979592,1.653061224489796,0.9385765949229117
1168.0,6319.095477386934,6.612244897959184,33.06122448979592,1.653061224489796,0.9395132904915621
1168.0,6419.597989949749,6.612244897959184,33.06122448979592,1.653061224489796,0.9404218585785168
1168.0,6520.100502512563,6.612244897959184,33.06122448979592,1.653061224489796,0.9413035468328084
1168.0,6620.603015075377,6.612244897959184,33.06122448979592,1.653061224489796,0.9421595302213298
1168.0,6721.105527638191,6.612244897959184,33.06122448979592,1.653061224489796,0.9429909162432065
1168.0,6821.608040201006,6.612244897959184,33.06122448979592,1.653061224489796,0.9437987497018101
1168.0,6922.110552763819,6.612244897959184,33.06122448979592,1.653061224489796,0.9445840170775471
1168.0,7022.613065326634,6.612244897959184,33.06122448979592,1.653061224489796,0.9453476505398754
1168.0,2500.0,6.714285714285714,33.57142857142857,1.6785714285714286,0.8542935269013815
1168.0,2600.502512562814,6.714285714285714,33.57142857142857,1.6785714285714286,0.8593697375311732
1168.0,2701.005025125628,6.714285714285714,33.57142857142857,1.6785714285714286,0.8641050522987125
1168.0,2801.5075376884424,6.714285714285714,33.57142857142857,1.6785714285714286,0.8685326070288607
